country,year,sex,age,population,suicides_per_100k,country_year,gdp_per_capita_dollars,generation
Guatemala,2011,female,5-14 years,1886847,0.64,Guatemala2011,3661,Generation Z
Guatemala,2011,female,35-54 years,1314716,0.61,Guatemala2011,3661,Generation X
Guatemala,2011,male,5-14 years,1963745,0.25,Guatemala2011,3661,Generation Z
Guatemala,2012,male,15-24 years,1629819,7.24,Guatemala2012,3779,Millenials
Guatemala,2012,male,55-74 years,490894,6.93,Guatemala2012,3779,Boomers
Guatemala,2012,male,35-54 years,1142067,6.74,Guatemala2012,3779,Generation X
Guatemala,2012,male,75+ years,122325,6.54,Guatemala2012,3779,Silent
Guatemala,2012,male,25-34 years,1153737,5.29,Guatemala2012,3779,Millenials
Guatemala,2012,female,15-24 years,1603593,3.93,Guatemala2012,3779,Millenials
Guatemala,2012,female,25-34 years,1216962,1.64,Guatemala2012,3779,Millenials
Guatemala,2012,female,35-54 years,1364473,0.88,Guatemala2012,3779,Generation X
Guatemala,2012,female,55-74 years,584720,0.86,Guatemala2012,3779,Boomers
Guatemala,2012,female,75+ years,150302,0.67,Guatemala2012,3779,Silent
Guatemala,2012,male,5-14 years,1977712,0.61,Guatemala2012,3779,Generation Z
Guatemala,2012,female,5-14 years,1898821,0.47,Guatemala2012,3779,Generation Z
Guatemala,2013,male,15-24 years,1672018,7.42,Guatemala2013,3947,Millenials
Guatemala,2013,male,35-54 years,1189282,6.98,Guatemala2013,3947,Generation X
Guatemala,2013,male,25-34 years,1190771,6.63,Guatemala2013,3947,Millenials
Guatemala,2013,male,55-74 years,505337,6.13,Guatemala2013,3947,Boomers
Guatemala,2013,male,75+ years,126586,4.74,Guatemala2013,3947,Silent
Guatemala,2013,female,15-24 years,1640626,4.45,Guatemala2013,3947,Millenials
Guatemala,2013,female,25-34 years,1248143,2.08,Guatemala2013,3947,Millenials
Guatemala,2013,female,35-54 years,1416674,0.85,Guatemala2013,3947,Generation X
Guatemala,2013,female,5-14 years,1904849,0.52,Guatemala2013,3947,Generation Z
Guatemala,2013,female,55-74 years,606295,0.49,Guatemala2013,3947,Boomers
Guatemala,2013,male,5-14 years,1985171,0.4,Guatemala2013,3947,Generation Z
Guatemala,2013,female,75+ years,156126,0,Guatemala2013,3947,Silent
Guatemala,2014,male,35-54 years,1240265,8.14,Guatemala2014,4210,Generation X
Guatemala,2014,male,55-74 years,520628,7.49,Guatemala2014,4210,Boomers
Guatemala,2014,male,25-34 years,1228328,7.08,Guatemala2014,4210,Millenials
Guatemala,2014,male,15-24 years,1713439,6.77,Guatemala2014,4210,Millenials
Guatemala,2014,male,75+ years,130569,5.36,Guatemala2014,4210,Silent
Guatemala,2014,female,15-24 years,1676831,5.07,Guatemala2014,4210,Millenials
Guatemala,2014,female,25-34 years,1279793,2.5,Guatemala2014,4210,Millenials
Guatemala,2014,female,55-74 years,629002,1.27,Guatemala2014,4210,Boomers
Guatemala,2014,female,35-54 years,1471960,1.22,Guatemala2014,4210,Generation X
Guatemala,2014,female,5-14 years,1906536,0.68,Guatemala2014,4210,Generation Z
Guatemala,2014,male,5-14 years,1987907,0.3,Guatemala2014,4210,Generation Z
Guatemala,2014,female,75+ years,161932,0,Guatemala2014,4210,Silent
Guatemala,2015,male,15-24 years,1753669,7.13,Guatemala2015,4472,Millenials
Guatemala,2015,male,25-34 years,1267501,6.79,Guatemala2015,4472,Millenials
Guatemala,2015,male,35-54 years,1295156,6.72,Guatemala2015,4472,Generation X
Guatemala,2015,male,75+ years,134357,6.7,Guatemala2015,4472,Silent
Guatemala,2015,male,55-74 years,537002,5.96,Guatemala2015,4472,Boomers
Guatemala,2015,female,15-24 years,1711787,4.85,Guatemala2015,4472,Millenials
Guatemala,2015,female,75+ years,167861,1.79,Guatemala2015,4472,Silent
Guatemala,2015,female,25-34 years,1313068,1.45,Guatemala2015,4472,Millenials
Guatemala,2015,female,35-54 years,1530419,1.31,Guatemala2015,4472,Generation X
Guatemala,2015,female,55-74 years,653079,0.92,Guatemala2015,4472,Boomers
Guatemala,2015,female,5-14 years,1906150,0.68,Guatemala2015,4472,Generation Z
Guatemala,2015,male,5-14 years,1988348,0.55,Guatemala2015,4472,Generation Z
Guyana,1988,male,25-34 years,60519,24.79,Guyana1988,632,Boomers
Guyana,1988,male,35-54 years,58974,20.35,Guyana1988,632,Silent
Guyana,1988,male,15-24 years,84290,14.24,Guyana1988,632,Generation X
Guyana,1988,male,55-74 years,24469,12.26,Guyana1988,632,G.I. Generation
Guyana,1988,female,15-24 years,87955,11.37,Guyana1988,632,Generation X
Guyana,1988,female,55-74 years,25128,3.98,Guyana1988,632,G.I. Generation
Guyana,1988,female,25-34 years,62428,3.2,Guyana1988,632,Boomers
Guyana,1988,female,35-54 years,57863,1.73,Guyana1988,632,Silent
Guyana,1988,female,5-14 years,91613,0,Guyana1988,632,Generation X
Guyana,1988,female,75+ years,5258,0,Guyana1988,632,G.I. Generation
Guyana,1988,male,5-14 years,91875,0,Guyana1988,632,Generation X
Guyana,1988,male,75+ years,4522,0,Guyana1988,632,G.I. Generation
Guyana,1989,male,25-34 years,61007,32.78,Guyana1989,581,Boomers
Guyana,1989,male,55-74 years,24423,32.76,Guyana1989,581,G.I. Generation
Guyana,1989,male,35-54 years,60728,27.99,Guyana1989,581,Silent
Guyana,1989,male,15-24 years,82060,24.37,Guyana1989,581,Generation X
Guyana,1989,male,75+ years,4304,23.23,Guyana1989,581,G.I. Generation
Guyana,1989,female,15-24 years,86230,17.4,Guyana1989,581,Generation X
Guyana,1989,female,55-74 years,25362,11.83,Guyana1989,581,G.I. Generation
Guyana,1989,female,25-34 years,63276,7.9,Guyana1989,581,Boomers
Guyana,1989,female,35-54 years,60363,3.31,Guyana1989,581,Silent
Guyana,1989,male,5-14 years,90510,2.21,Guyana1989,581,Generation X
Guyana,1989,female,5-14 years,90585,1.1,Guyana1989,581,Generation X
Guyana,1989,female,75+ years,5256,0,Guyana1989,581,G.I. Generation
Guyana,1990,male,25-34 years,61238,37.56,Guyana1990,607,Boomers
Guyana,1990,male,55-74 years,24349,28.75,Guyana1990,607,G.I. Generation
Guyana,1990,male,75+ years,4090,24.45,Guyana1990,607,G.I. Generation
Guyana,1990,male,15-24 years,79963,22.51,Guyana1990,607,Generation X
Guyana,1990,male,35-54 years,62629,20.76,Guyana1990,607,Silent
Guyana,1990,female,15-24 years,84613,14.18,Guyana1990,607,Generation X
Guyana,1990,female,55-74 years,25481,11.77,Guyana1990,607,G.I. Generation
Guyana,1990,female,35-54 years,63070,6.34,Guyana1990,607,Silent
Guyana,1990,female,25-34 years,63874,6.26,Guyana1990,607,Boomers
Guyana,1990,male,5-14 years,89344,2.24,Guyana1990,607,Generation X
Guyana,1990,female,5-14 years,89480,2.24,Guyana1990,607,Generation X
Guyana,1990,female,75+ years,5295,0,Guyana1990,607,G.I. Generation
Guyana,1991,male,75+ years,4103,73.12,Guyana1991,514,G.I. Generation
Guyana,1991,male,35-54 years,63902,34.43,Guyana1991,514,Boomers
Guyana,1991,male,25-34 years,61639,32.45,Guyana1991,514,Boomers
Guyana,1991,male,15-24 years,78590,31.81,Guyana1991,514,Generation X
Guyana,1991,female,15-24 years,83288,24.01,Guyana1991,514,Generation X
Guyana,1991,male,55-74 years,24589,16.27,Guyana1991,514,Silent
Guyana,1991,female,55-74 years,25913,7.72,Guyana1991,514,Silent
Guyana,1991,female,35-54 years,64883,6.16,Guyana1991,514,Boomers
Guyana,1991,female,25-34 years,64963,4.62,Guyana1991,514,Boomers
Guyana,1991,male,5-14 years,88752,2.25,Guyana1991,514,Millenials
Guyana,1991,female,5-14 years,88747,0,Guyana1991,514,Millenials
Guyana,1991,female,75+ years,5251,0,Guyana1991,514,G.I. Generation
Guyana,1992,male,55-74 years,24947,40.08,Guyana1992,561,Silent
Guyana,1992,male,35-54 years,65227,30.66,Guyana1992,561,Boomers
Guyana,1992,male,25-34 years,61900,25.85,Guyana1992,561,Boomers
Guyana,1992,male,75+ years,4113,24.31,Guyana1992,561,G.I. Generation
Guyana,1992,female,75+ years,5153,19.41,Guyana1992,561,G.I. Generation
Guyana,1992,male,15-24 years,77451,15.49,Guyana1992,561,Generation X
Guyana,1992,female,15-24 years,82022,9.75,Guyana1992,561,Generation X
Guyana,1992,female,25-34 years,65856,6.07,Guyana1992,561,Boomers
Guyana,1992,female,35-54 years,66839,4.49,Guyana1992,561,Boomers
Guyana,1992,female,55-74 years,26480,3.78,Guyana1992,561,Silent
Guyana,1992,female,5-14 years,88301,1.13,Guyana1992,561,Millenials
Guyana,1992,male,5-14 years,88424,1.13,Guyana1992,561,Millenials
Guyana,1993,male,25-34 years,61922,30.68,Guyana1993,671,Boomers
Guyana,1993,male,35-54 years,66569,24.04,Guyana1993,671,Boomers
Guyana,1993,male,15-24 years,76553,23.51,Guyana1993,671,Generation X
Guyana,1993,male,55-74 years,25346,15.78,Guyana1993,671,Silent
Guyana,1993,female,25-34 years,66401,7.53,Guyana1993,671,Boomers
Guyana,1993,female,15-24 years,80833,4.95,Guyana1993,671,Generation X
Guyana,1993,female,35-54 years,68847,4.36,Guyana1993,671,Boomers
Guyana,1993,female,55-74 years,27073,3.69,Guyana1993,671,Silent
Guyana,1993,female,5-14 years,87945,2.27,Guyana1993,671,Millenials
Guyana,1993,female,75+ years,5036,0,Guyana1993,671,G.I. Generation
Guyana,1993,male,5-14 years,88194,0,Guyana1993,671,Millenials
Guyana,1993,male,75+ years,4112,0,Guyana1993,671,G.I. Generation
Guyana,1994,male,25-34 years,61649,30.82,Guyana1994,819,Boomers
Guyana,1994,male,15-24 years,75958,27.65,Guyana1994,819,Generation X
Guyana,1994,male,75+ years,4083,24.49,Guyana1994,819,G.I. Generation
Guyana,1994,male,35-54 years,67952,20.6,Guyana1994,819,Boomers
Guyana,1994,male,55-74 years,25709,15.56,Guyana1994,819,Silent
Guyana,1994,female,15-24 years,79778,11.28,Guyana1994,819,Generation X
Guyana,1994,female,55-74 years,27573,10.88,Guyana1994,819,Silent
Guyana,1994,female,25-34 years,66495,9.02,Guyana1994,819,Boomers
Guyana,1994,female,35-54 years,70836,8.47,Guyana1994,819,Boomers
Guyana,1994,female,5-14 years,87580,3.43,Guyana1994,819,Millenials
Guyana,1994,female,75+ years,4955,0,Guyana1994,819,G.I. Generation
Guyana,1994,male,5-14 years,88014,0,Guyana1994,819,Millenials
Guyana,1995,male,75+ years,4016,49.8,Guyana1995,939,G.I. Generation
Guyana,1995,male,35-54 years,69347,46.14,Guyana1995,939,Boomers
Guyana,1995,male,25-34 years,61036,32.77,Guyana1995,939,Generation X
Guyana,1995,male,55-74 years,25980,26.94,Guyana1995,939,Silent
Guyana,1995,male,15-24 years,75684,21.14,Guyana1995,939,Generation X
Guyana,1995,female,15-24 years,78904,12.67,Guyana1995,939,Generation X
Guyana,1995,female,35-54 years,72700,9.63,Guyana1995,939,Boomers
Guyana,1995,female,25-34 years,66078,6.05,Guyana1995,939,Generation X
Guyana,1995,female,55-74 years,27922,3.58,Guyana1995,939,Silent
Guyana,1995,female,5-14 years,87174,0,Guyana1995,939,Millenials
Guyana,1995,female,75+ years,4933,0,Guyana1995,939,G.I. Generation
Guyana,1995,male,5-14 years,87908,0,Guyana1995,939,Millenials
Guyana,1996,male,25-34 years,61208,29.41,Guyana1996,1070,Generation X
Guyana,1996,male,75+ years,4206,23.78,Guyana1996,1070,G.I. Generation
Guyana,1996,male,55-74 years,25903,19.3,Guyana1996,1070,Silent
Guyana,1996,male,15-24 years,74989,18.67,Guyana1996,1070,Generation X
Guyana,1996,male,35-54 years,70760,18.37,Guyana1996,1070,Boomers
Guyana,1996,female,55-74 years,27838,10.78,Guyana1996,1070,Silent
Guyana,1996,female,15-24 years,77959,5.13,Guyana1996,1070,Generation X
Guyana,1996,female,25-34 years,66018,1.51,Guyana1996,1070,Generation X
Guyana,1996,female,35-54 years,73722,1.36,Guyana1996,1070,Boomers
Guyana,1996,female,5-14 years,85353,0,Guyana1996,1070,Millenials
Guyana,1996,female,75+ years,5226,0,Guyana1996,1070,G.I. Generation
Guyana,1996,male,5-14 years,85866,0,Guyana1996,1070,Millenials
Guyana,1997,male,25-34 years,61382,22.81,Guyana1997,1139,Generation X
Guyana,1997,female,75+ years,5573,17.94,Guyana1997,1139,G.I. Generation
Guyana,1997,male,35-54 years,72527,13.79,Guyana1997,1139,Boomers
Guyana,1997,male,15-24 years,73872,12.18,Guyana1997,1139,Generation X
Guyana,1997,male,55-74 years,25615,11.71,Guyana1997,1139,Silent
Guyana,1997,female,25-34 years,65815,3.04,Guyana1997,1139,Generation X
Guyana,1997,female,5-14 years,84446,1.18,Guyana1997,1139,Millenials
Guyana,1997,female,15-24 years,76589,0,Guyana1997,1139,Generation X
Guyana,1997,female,35-54 years,74845,0,Guyana1997,1139,Boomers
Guyana,1997,female,55-74 years,27455,0,Guyana1997,1139,Silent
Guyana,1997,male,5-14 years,85051,0,Guyana1997,1139,Millenials
Guyana,1997,male,75+ years,4414,0,Guyana1997,1139,G.I. Generation
Guyana,1998,male,55-74 years,25154,23.85,Guyana1998,1092,Silent
Guyana,1998,male,35-54 years,74495,17.45,Guyana1998,1092,Boomers
Guyana,1998,male,25-34 years,61554,13,Guyana1998,1092,Generation X
Guyana,1998,male,15-24 years,72158,5.54,Guyana1998,1092,Generation X
Guyana,1998,female,5-14 years,84570,2.36,Guyana1998,1092,Millenials
Guyana,1998,female,15-24 years,74682,1.34,Guyana1998,1092,Generation X
Guyana,1998,female,35-54 years,76045,1.32,Guyana1998,1092,Boomers
Guyana,1998,female,25-34 years,65510,0,Guyana1998,1092,Generation X
Guyana,1998,female,55-74 years,26825,0,Guyana1998,1092,Silent
Guyana,1998,female,75+ years,5921,0,Guyana1998,1092,G.I. Generation
Guyana,1998,male,5-14 years,85543,0,Guyana1998,1092,Millenials
Guyana,1998,male,75+ years,4632,0,Guyana1998,1092,G.I. Generation
Guyana,1999,male,25-34 years,61650,66.5,Guyana1999,1057,Generation X
Guyana,1999,male,35-54 years,76458,49.7,Guyana1999,1057,Boomers
Guyana,1999,male,15-24 years,69833,45.82,Guyana1999,1057,Generation X
Guyana,1999,male,75+ years,4820,41.49,Guyana1999,1057,G.I. Generation
Guyana,1999,male,55-74 years,24637,28.41,Guyana1999,1057,Silent
Guyana,1999,female,15-24 years,72293,27.67,Guyana1999,1057,Generation X
Guyana,1999,female,75+ years,6185,16.17,Guyana1999,1057,G.I. Generation
Guyana,1999,female,25-34 years,65117,13.82,Guyana1999,1057,Generation X
Guyana,1999,female,55-74 years,26117,11.49,Guyana1999,1057,Silent
Guyana,1999,female,35-54 years,77259,9.06,Guyana1999,1057,Boomers
Guyana,1999,female,5-14 years,85604,2.34,Guyana1999,1057,Millenials
Guyana,1999,male,5-14 years,87121,1.15,Guyana1999,1057,Millenials
Guyana,2001,male,55-74 years,24588,85.41,Guyana2001,1054,Silent
Guyana,2001,male,35-54 years,80183,78.57,Guyana2001,1054,Boomers
Guyana,2001,male,25-34 years,60741,75.73,Guyana2001,1054,Generation X
Guyana,2001,male,75+ years,5114,39.11,Guyana2001,1054,Silent
Guyana,2001,male,15-24 years,65739,33.47,Guyana2001,1054,Millenials
Guyana,2001,female,15-24 years,67250,22.3,Guyana2001,1054,Millenials
Guyana,2001,female,25-34 years,63575,17.3,Guyana2001,1054,Generation X
Guyana,2001,female,35-54 years,80682,16.11,Guyana2001,1054,Boomers
Guyana,2001,female,55-74 years,25805,11.63,Guyana2001,1054,Silent
Guyana,2001,female,5-14 years,88698,1.13,Guyana2001,1054,Millenials
Guyana,2001,female,75+ years,6483,0,Guyana2001,1054,Silent
Guyana,2001,male,5-14 years,91568,0,Guyana2001,1054,Millenials
Guyana,2002,male,35-54 years,81725,72.19,Guyana2002,1090,Boomers
Guyana,2002,male,55-74 years,25213,59.49,Guyana2002,1090,Silent
Guyana,2002,male,25-34 years,59613,57.03,Guyana2002,1090,Generation X
Guyana,2002,male,15-24 years,64530,48.04,Guyana2002,1090,Millenials
Guyana,2002,female,15-24 years,65044,19.99,Guyana2002,1090,Millenials
Guyana,2002,male,75+ years,5180,19.31,Guyana2002,1090,Silent
Guyana,2002,female,25-34 years,62180,14.47,Guyana2002,1090,Generation X
Guyana,2002,female,55-74 years,26413,7.57,Guyana2002,1090,Silent
Guyana,2002,female,35-54 years,82679,7.26,Guyana2002,1090,Boomers
Guyana,2002,female,5-14 years,90156,4.44,Guyana2002,1090,Millenials
Guyana,2002,male,5-14 years,93598,2.14,Guyana2002,1090,Millenials
Guyana,2002,female,75+ years,6508,0,Guyana2002,1090,Silent
Guyana,2003,male,35-54 years,83011,75.89,Guyana2003,1116,Boomers
Guyana,2003,male,25-34 years,58196,72.17,Guyana2003,1116,Generation X
Guyana,2003,male,55-74 years,26025,65.32,Guyana2003,1116,Silent
Guyana,2003,male,15-24 years,63808,42.31,Guyana2003,1116,Millenials
Guyana,2003,male,75+ years,5167,38.71,Guyana2003,1116,Silent
Guyana,2003,female,15-24 years,63364,31.56,Guyana2003,1116,Millenials
Guyana,2003,female,75+ years,6451,15.5,Guyana2003,1116,Silent
Guyana,2003,female,35-54 years,84488,14.2,Guyana2003,1116,Boomers
Guyana,2003,female,25-34 years,60458,11.58,Guyana2003,1116,Generation X
Guyana,2003,female,55-74 years,27246,11.01,Guyana2003,1116,Silent
Guyana,2003,female,5-14 years,91355,2.19,Guyana2003,1116,Millenials
Guyana,2003,male,5-14 years,95136,2.1,Guyana2003,1116,Millenials
Guyana,2004,male,75+ years,5077,78.79,Guyana2004,1180,Silent
Guyana,2004,male,25-34 years,56522,74.31,Guyana2004,1180,Generation X
Guyana,2004,male,35-54 years,84137,57.05,Guyana2004,1180,Boomers
Guyana,2004,male,55-74 years,26937,55.69,Guyana2004,1180,Silent
Guyana,2004,male,15-24 years,63853,39.15,Guyana2004,1180,Millenials
Guyana,2004,female,15-24 years,62536,27.18,Guyana2004,1180,Millenials
Guyana,2004,female,25-34 years,58410,18.83,Guyana2004,1180,Generation X
Guyana,2004,female,35-54 years,86168,16.25,Guyana2004,1180,Boomers
Guyana,2004,female,75+ years,6343,15.77,Guyana2004,1180,Silent
Guyana,2004,female,55-74 years,28195,10.64,Guyana2004,1180,Silent
Guyana,2004,male,5-14 years,96017,4.17,Guyana2004,1180,Millenials
Guyana,2004,female,5-14 years,92113,2.17,Guyana2004,1180,Millenials
Guyana,2005,male,25-34 years,54600,75.09,Guyana2005,1235,Generation X
Guyana,2005,male,55-74 years,27890,68.12,Guyana2005,1235,Silent
Guyana,2005,male,35-54 years,85091,50.53,Guyana2005,1235,Boomers
Guyana,2005,male,75+ years,4913,40.71,Guyana2005,1235,Silent
Guyana,2005,male,15-24 years,64802,32.41,Guyana2005,1235,Millenials
Guyana,2005,female,15-24 years,62748,25.5,Guyana2005,1235,Millenials
Guyana,2005,female,25-34 years,56021,17.85,Guyana2005,1235,Generation X
Guyana,2005,female,35-54 years,87677,13.69,Guyana2005,1235,Boomers
Guyana,2005,female,55-74 years,29185,6.85,Guyana2005,1235,Silent
Guyana,2005,female,5-14 years,92359,2.17,Guyana2005,1235,Millenials
Guyana,2005,male,5-14 years,96224,1.04,Guyana2005,1235,Millenials
Guyana,2005,female,75+ years,6199,0,Guyana2005,1235,Silent
Guyana,2006,male,25-34 years,54309,84.7,Guyana2006,2182,Generation X
Guyana,2006,male,55-74 years,28901,62.28,Guyana2006,2182,Silent
Guyana,2006,male,75+ years,4938,60.75,Guyana2006,2182,Silent
Guyana,2006,male,35-54 years,85783,58.29,Guyana2006,2182,Boomers
Guyana,2006,male,15-24 years,65453,44.31,Guyana2006,2182,Millenials
Guyana,2006,female,15-24 years,64182,31.16,Guyana2006,2182,Millenials
Guyana,2006,female,25-34 years,55372,19.87,Guyana2006,2182,Generation X
Guyana,2006,female,35-54 years,87754,13.67,Guyana2006,2182,Boomers
Guyana,2006,female,55-74 years,30405,9.87,Guyana2006,2182,Silent
Guyana,2006,male,5-14 years,94486,5.29,Guyana2006,2182,Millenials
Guyana,2006,female,5-14 years,90602,4.41,Guyana2006,2182,Millenials
Guyana,2006,female,75+ years,6223,0,Guyana2006,2182,Silent
Guyana,2007,male,35-54 years,86507,84.39,Guyana2007,2602,Boomers
Guyana,2007,male,75+ years,4901,61.21,Guyana2007,2602,Silent
Guyana,2007,male,25-34 years,54095,51.76,Guyana2007,2602,Generation X
Guyana,2007,male,15-24 years,66115,40.84,Guyana2007,2602,Millenials
Guyana,2007,male,55-74 years,29855,36.84,Guyana2007,2602,Silent
Guyana,2007,female,75+ years,6214,32.19,Guyana2007,2602,Silent
Guyana,2007,female,15-24 years,65585,22.87,Guyana2007,2602,Millenials
Guyana,2007,female,25-34 years,55201,16.3,Guyana2007,2602,Generation X
